Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
TCF3440,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 12:00,7/11/13 15:00,3:00
EGF2823,E135/Q ,KSPI,Abraham Lincoln Capital,"Springfield, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:01,7/11/13 13:30,1:29
AAL2303,MD83/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:01,7/11/13 13:45,1:44
UAL1026,B737/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 12:01,7/11/13 12:49,0:48
AAL2400,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBNA,Nashville Intl,"Nashville, TN",7/11/13 12:02,7/11/13 13:27,1:25
AAL1225,MD83/Q ,KELP,El Paso Intl,"El Paso, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:02,7/11/13 13:20,1:18
EGF3234,E135/Q ,MMLO,Del Bajio Guanajuato Int'l,"Silao, Guanajuato",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:03,7/11/13 14:06,2:03
AAL1037,B738/Q ,KTPA,Tampa Intl,"Tampa, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:03,7/11/13 14:07,2:04
AAL304,MD80/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:04,7/11/13 14:06,2:02
EGF2860,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KHOU,William P Hobby,"Houston, TX",7/11/13 12:04,7/11/13 12:48,0:44
EGF2791,E135/Q ,KLFT,Lafayette Rgnl,"Lafayette, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:05,7/11/13 13:09,1:04
JBU215,A320/Q ,KBOS,Boston Logan Intl,"Boston, MA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:05,7/11/13 15:36,3:31
ASQ2549,CRJ2/Q ,KSHV,Shreveport Rgnl,"Shreveport, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:05,7/11/13 12:41,0:36
AAL688,B738 ,MMUN,Cancun Int'l,"Cancun, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:05,7/11/13 14:18,2:13
VRD713,A319/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 12:05,7/11/13 15:24,3:19
EGF2754,E145 ,MMAS,Lic. Jesus Teran Peredo Int'l,"Aguascalientes, Aguascalientes",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:05,7/11/13 14:09,2:04
ASQ2556,CRJ2/Q ,KMAF,Midland Intl,"Midland, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:06,7/11/13 12:56,0:50
AAL1468,MD80/Q ,KLBB,Lubbock Smith Intl,"Lubbock, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:06,7/11/13 12:51,0:45
AAL1677,B738/Q ,KRSW,Southwest Florida Intl,"Fort Myers, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:06,7/11/13 14:20,2:14
AAL704,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 12:07,7/11/13 14:55,2:48
EGF2764,E145/Q ,KLRD,Laredo Intl,"Laredo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:07,7/11/13 13:12,1:05
EGF3346,E135 ,MMPB,Hermanos Serdan Int'l,"Puebla, Puebla",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:07,7/11/13 14:22,2:15
AAL1493,MD80/Q ,KCRP,Corpus Christi Intl,"Corpus Christi, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:07,7/11/13 13:11,1:04
EGF3428,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMKE,General Mitchell Intl,"Milwaukee, WI",7/11/13 12:07,7/11/13 14:13,2:06
UPS2077,A306/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:08,7/11/13 15:02,2:54
AAL817,MD80/Q ,KMEM,Memphis Intl,"Memphis, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:09,7/11/13 13:10,1:01
AAL547,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 12:09,7/11/13 12:51,0:42
AAL1580,MD80/Q ,KTUL,Tulsa Intl,"Tulsa, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:10,7/11/13 12:49,0:39
AAL1705,MD83/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:10,7/11/13 14:00,1:50
EGF3015,E135/Q ,KCID,The Eastern Iowa,"Cedar Rapids, IA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:10,7/11/13 13:42,1:32
CPZ5852,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 12:10,7/11/13 15:17,3:07
AAL1300,MD80/Q ,KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:10,7/11/13 13:30,1:20
NKS161,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMTO,Lic. Adolfo Lopez Mateos Int'l,"Toluca, Estado de Mexico",7/11/13 12:10,7/11/13 12:10,n/a
AAL328,MD83/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:10,7/11/13 13:31,1:21
CPZ5757,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 12:11,7/11/13 14:21,2:10
UAL1218,B738/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:12,7/11/13 15:13,3:01
EGF2871,E135/Q ,KJAN,Jackson-Evers Intl,"Jackson, MS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:12,7/11/13 13:24,1:12
AAL1909,MD80/Q ,KMCO,Orlando Intl,"Orlando, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:13,7/11/13 14:24,2:11
JBU214,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 12:13,7/11/13 15:20,3:07
NKS469,A319/Q ,KFLL,Hollywood Int'l,"Fort Lauderdale, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:14,7/11/13 14:37,2:23
EGF2789,E145/Q ,KGPT,Gulfport-Biloxi Intl,"Gulfport, MS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:15,7/11/13 13:33,1:18
EGF3122,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLIT,Bill And Hillary Clinton National/Adams Field,"Little Rock, AR",7/11/13 12:15,7/11/13 13:07,0:52
AAL81,B772/Q ,EGLL,London Heathrow,"London, England",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:15,7/11/13 22:32,10:17
EGF3427,E135 ,MMQT,Ing. Fernando Espinoza Gutierrez Int'l,"Queretaro, Queretaro",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:15,7/11/13 14:26,2:11
EGF3113,E145/Q ,KFSD,Joe Foss Field,"Sioux Falls, SD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:15,7/11/13 13:54,1:39
AAL81,B772/Q ,EGLL,London Heathrow,"London, England",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:15,7/11/13 12:15,n/a
SKW1351,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 12:18,7/11/13 13:00,0:42
NKS667,A320/Q ,KBWI,Baltimore/Washington Intl,"Baltimore, MD",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:19,7/11/13 14:59,2:40
AAL1678,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 12:19,7/11/13 14:25,2:06
SCX503,B738/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:20,7/11/13 14:11,1:51
AAL1755,B752/Q ,TJSJ,Luis Munoz Marin Intl,"San Juan, PR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:21,7/11/13 16:46,4:25
AAL1045,B738 ,CYUL,Montreal-Trudeau,"Montreal, Quebec",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:22,7/11/13 15:37,3:15
SCX507,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMUN,Cancun Int'l,"Cancun, Quintana Roo",7/11/13 12:23,7/11/13 12:23,n/a
EGF2908,E145/Q ,KABI,Abilene Rgnl,"Abilene, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:24,7/11/13 12:59,0:35
AAL2243,MD80/Q ,KOKC,Will Rogers World,"Oklahoma City, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:24,7/11/13 12:56,0:32
EGF2884,E145/Q ,KGJT,Grand Junction Regional,"Grand Junction, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:25,7/11/13 14:07,1:42
EGF3307,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCRP,Corpus Christi Intl,"Corpus Christi, TX",7/11/13 12:25,7/11/13 13:18,0:53
AAL1732,MD80/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:26,7/11/13 13:14,0:48
AAL840,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",7/11/13 12:26,7/11/13 14:50,2:24
AAL1038,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 12:26,7/11/13 14:31,2:05
EGF3266,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBTR,Baton Rouge Metro,"Baton Rouge, LA",7/11/13 12:28,7/11/13 13:26,0:58
CPZ5837,E170/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:28,7/11/13 15:27,2:59
AAL2407,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 12:30,7/11/13 15:05,2:35
UAL273,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAD,Washington Dulles Intl,"Washington, DC",7/11/13 12:31,7/11/13 14:57,2:26
NKS275,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMSD,Los Cabos Int'l,"Los Cabos, Baja Calif",7/11/13 12:31,7/11/13 12:31,n/a
CPZ5773,E170/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:31,7/11/13 14:26,1:55
ASQ2550,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KVPS,Eglin Afb,"Valparaiso, FL",7/11/13 12:32,7/11/13 14:04,1:32
EGF2929,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDSM,Des Moines Intl,"Des Moines, IA",7/11/13 12:33,7/11/13 14:06,1:33
AAL2425,B738/Q ,KDCA,Reagan National,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:33,7/11/13 15:08,2:35
AAL451,B763/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 12:34,7/11/13 15:53,3:19
N927SM,AC90/Q ,KSHV,Shreveport Rgnl,"Shreveport, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:35,7/11/13 13:19,0:44
EGF3218,E145/Q ,KHOU,William P Hobby,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:35,7/11/13 13:22,0:47
EGF3277,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSDF,Louisville Intl,"Louisville, KY",7/11/13 12:36,7/11/13 14:24,1:48
DAL1954,MD88/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 12:37,7/11/13 14:19,1:42
AAL1600,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDCA,Reagan National,"Washington, DC",7/11/13 12:38,7/11/13 15:03,2:25
EGF2852,E145/Q ,KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:38,7/11/13 13:09,0:31
AAL339,MD83/Q ,KSTL,Lambert-St Louis Intl,"St Louis, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:38,7/11/13 13:51,1:13
AAL1394,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFLL,Hollywood Int'l,"Fort Lauderdale, FL",7/11/13 12:39,7/11/13 15:07,2:28
VRD871,A319/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 12:39,7/11/13 15:18,2:39
EGF3184,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYS,Mc Ghee Tyson,"Knoxville, TN",7/11/13 12:40,7/11/13 14:30,1:50
EGF2994,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUL,Tulsa Intl,"Tulsa, OK",7/11/13 12:42,7/11/13 13:26,0:44
ASQ6093,E135/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:42,7/11/13 13:22,0:40
NKS906,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 12:43,7/11/13 13:24,0:41
ASQ4710,E135/Q ,KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:44,7/11/13 15:11,2:27
AAL2018,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 12:44,7/11/13 15:40,2:56
EGF3252,E145 ,MMVR,General Heriberto Jara Int'l,"Veracruz, Veracruz",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:46,7/11/13 15:00,2:14
AAL536,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 12:47,7/11/13 14:41,1:54
AAL708,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 12:49,7/11/13 15:34,2:45
AAL2305,MD80/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:50,7/11/13 14:34,1:44
FLG3367,CRJ9/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCVG,N Kentucky Intl,"Covington, KY",7/11/13 12:50,7/11/13 14:40,1:50
ASH3744,CRJ7/Q ,KIAD,Washington Dulles Intl,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:50,7/11/13 15:20,2:30
AAL1513,MD83/Q ,KPHL,Philadelphia Intl,"Philadelphia, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:51,7/11/13 15:42,2:51
AAL583,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDEN,Denver Intl,"Denver, CO",7/11/13 12:51,7/11/13 14:21,1:30
EGF3372,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPNS,Pensacola Gulf Coast Rgnl,"Pensacola, FL",7/11/13 12:51,7/11/13 14:24,1:33
AAL2012,MD80 ,MMMX,Lic. Benito Juarez Int'l,Mexico City,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:52,7/11/13 15:20,2:28
AAL1027,MD80/Q ,KMCI,Kansas City Intl,"Kansas City, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:54,7/11/13 13:58,1:04
AAL2150,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRIC,Richmond Intl,"Richmond, VA",7/11/13 12:54,7/11/13 15:18,2:24
AAL1450,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBDL,Bradley Intl,"Windsor Locks, CT",7/11/13 12:54,7/11/13 15:58,3:04
EGF3242,E135/Q ,KBTR,Baton Rouge Metro,"Baton Rouge, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:54,7/11/13 13:55,1:01
AAL9676,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:54,7/11/13 13:00,0:06
UAL315,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDEN,Denver Intl,"Denver, CO",7/11/13 12:55,7/11/13 14:26,1:31
NKS877,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 12:56,7/11/13 14:48,1:52
MRA801,C208/A ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOKC,Will Rogers World,"Oklahoma City, OK",7/11/13 12:57,7/11/13 13:58,1:01
DAL408,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 12:57,7/11/13 15:04,2:07
AAL2328,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 12:58,7/11/13 14:55,1:57
AAL1098,MD80/Q ,KTUS,Tucson Intl,"Tucson, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 12:58,7/11/13 14:51,1:53
EGF2819,E145/Q ,KMGM,Montgomery Rgnl ,"Montgomery, AL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:00,7/11/13 14:35,1:35
ASQ2501,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOKC,Will Rogers World,"Oklahoma City, OK",7/11/13 13:00,7/11/13 13:38,0:38
EGF3280,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KXNA,Northwest Arkansas Rgnl,"Fayetteville/Springdale/, AR",7/11/13 13:01,7/11/13 13:50,0:49
AAL1868,B752/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:01,7/11/13 15:12,2:11
NKS718,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 13:01,7/11/13 15:50,2:49
AAL1665,B763/Q ,KMIA,Miami Intl,"Miami, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:01,7/11/13 15:29,2:28
AAL1145,MD80/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:01,7/11/13 13:38,0:37
AAL1206,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:01,7/11/13 13:46,0:45
AAL1896,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIND,Indianapolis Intl,"Indianapolis, IN",7/11/13 13:02,7/11/13 14:44,1:42
AAL719,B738/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:03,7/11/13 16:08,3:05
EGF2798,E145/Q ,KSAF,Santa Fe Muni,"Santa Fe, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:03,7/11/13 14:24,1:21
EGF2844,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KICT,Wichita Mid-Continent,"Wichita, KS",7/11/13 13:04,7/11/13 13:59,0:55
AAL1839,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 13:04,7/11/13 13:47,0:43
EGF2767,E145/Q ,KSGF,Springfield Arpt,"Springfield, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:05,7/11/13 14:01,0:56
AAL1782,MD83/Q ,KPDX,Portland Intl,"Portland, OR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:06,7/11/13 16:23,3:17
AAL1122,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 13:06,7/11/13 15:16,2:10
AMF1317,SW4/A ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KICT,Wichita Mid-Continent,"Wichita, KS",7/11/13 13:06,7/11/13 14:40,1:34
EGF3213,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAMA,Amarillo Intl,"Amarillo, TX",7/11/13 13:07,7/11/13 14:00,0:53
EGF3100,E135/Q ,KROW,Roswell Intl Air Center,"Roswell, NM",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:07,7/11/13 14:21,1:14
AAL1113,MD80/Q ,KPIT,Pittsburgh Intl,"Pittsburgh, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:07,7/11/13 15:32,2:25
FFT128,A319/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:07,7/11/13 14:33,1:26
AAL1563,MD83/Q ,KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:08,7/11/13 15:25,2:17
EGF2783,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",7/11/13 13:08,7/11/13 13:33,0:25
AAL367,B738/Q ,KTUL,Tulsa Intl,"Tulsa, OK",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:09,7/11/13 13:49,0:40
AAL1034,MD83 ,MMGL,Don Miguel Hidalgo y Costilla Int'l,"Guadalajara, Jalisco",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:10,7/11/13 15:15,2:05
AAL586,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",7/11/13 13:10,7/11/13 15:17,2:07
EGF2885,E145/Q ,KXNA,Northwest Arkansas Rgnl,"Fayetteville/Springdale/, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:10,7/11/13 13:55,0:45
UPS2917,MD11/Q ,KONT,Ontario Intl,"Ontario, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:10,7/11/13 15:37,2:27
AAL2278,B738/Q ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:10,7/11/13 16:06,2:56
DAL1844,A319/Q ,KDTW,Detroit Metro Wayne Co,"Detroit, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:11,7/11/13 15:21,2:10
AAL1193,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 13:11,7/11/13 15:38,2:27
AAL2410,B752/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:13,7/11/13 15:57,2:44
EGF2812,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCAE,Columbia Metropolitan,"Columbia, SC",7/11/13 13:13,7/11/13 15:20,2:07
AAL1190,MD80/Q ,KSMF,Sacramento Intl,"Sacramento, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 13:14,7/11/13 16:09,2:55
